fullname,party,starttime,endtime,chair,secs,secsgt60,chairparty,chairname,copartisan,timeofday,leadshipparty,coarseparty,pm,spkrintpos,chairintpos,spkrordpos,chairordpos,intposdif,ordposdif,leftspkr,leftchair,cobloc,debatetype,debate,female
Lone Dybkjaer,RV,2010-10-07T11:14:27Z,2010-10-07T11:15:22Z,0,55,0,V,Thor Pedersen,0,11.2408333333333,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:15:22Z,2010-10-07T11:15:24Z,1,2,0,V,Thor Pedersen,NA,11.2561111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:15:24Z,2010-10-07T11:16:06Z,0,42,0,V,Thor Pedersen,1,11.2566666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:16:06Z,2010-10-07T11:16:07Z,1,1,0,V,Thor Pedersen,NA,11.2683333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Lone Dybkjaer,RV,2010-10-07T11:16:07Z,2010-10-07T11:17:18Z,0,71,1,V,Thor Pedersen,0,11.2686111111111,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:17:18Z,2010-10-07T11:17:19Z,1,1,0,V,Thor Pedersen,NA,11.2883333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:17:19Z,2010-10-07T11:18:33Z,0,74,1,V,Thor Pedersen,1,11.2886111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:18:33Z,2010-10-07T11:18:40Z,1,7,0,V,Thor Pedersen,NA,11.3091666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Anders Samuelsen,LA,2010-10-07T11:18:40Z,2010-10-07T11:19:58Z,0,78,1,V,Thor Pedersen,0,11.3111111111111,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:19:58Z,2010-10-07T11:20:00Z,1,2,0,V,Thor Pedersen,NA,11.3327777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:20:00Z,2010-10-07T11:21:00Z,0,60,0,V,Thor Pedersen,1,11.3333333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:21:00Z,2010-10-07T11:21:03Z,1,3,0,V,Thor Pedersen,NA,11.35,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Anders Samuelsen,LA,2010-10-07T11:21:03Z,2010-10-07T11:21:56Z,0,53,0,V,Thor Pedersen,0,11.3508333333333,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:21:56Z,2010-10-07T11:21:57Z,1,1,0,V,Thor Pedersen,NA,11.3655555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:21:57Z,2010-10-07T11:22:57Z,0,60,0,V,Thor Pedersen,1,11.3658333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:22:57Z,2010-10-07T11:23:11Z,1,14,0,V,Thor Pedersen,NA,11.3825,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:23:11Z,2010-10-07T11:28:42Z,0,331,1,V,Thor Pedersen,0,11.3863888888889,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:33:35Z,2010-10-07T11:34:32Z,1,57,0,V,Thor Pedersen,NA,11.5597222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:34:32Z,2010-10-07T11:35:36Z,0,64,1,V,Thor Pedersen,1,11.5755555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:35:36Z,2010-10-07T11:35:38Z,1,2,0,V,Thor Pedersen,NA,11.5933333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:35:38Z,2010-10-07T11:37:03Z,0,85,1,V,Thor Pedersen,0,11.5938888888889,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:37:01Z,2010-10-07T11:37:04Z,1,3,0,V,Thor Pedersen,NA,11.6169444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:37:04Z,2010-10-07T11:37:54Z,0,50,0,V,Thor Pedersen,1,11.6177777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:37:54Z,2010-10-07T11:37:55Z,1,1,0,V,Thor Pedersen,NA,11.6316666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:37:55Z,2010-10-07T11:39:10Z,0,75,1,V,Thor Pedersen,0,11.6319444444444,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:39:10Z,2010-10-07T11:39:24Z,1,14,0,V,Thor Pedersen,NA,11.6527777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Pia Kjaersgaard,DF,2010-10-07T11:39:24Z,2010-10-07T11:40:43Z,0,79,1,V,Thor Pedersen,0,11.6566666666667,1,DF,0,7.74295190713101,7.35021786492375,8,7,0.392734042207264,1,0,0,1,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:40:43Z,2010-10-07T11:40:45Z,1,2,0,V,Thor Pedersen,NA,11.6786111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:40:45Z,2010-10-07T11:42:04Z,0,79,1,V,Thor Pedersen,0,11.6791666666667,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:42:04Z,2010-10-07T11:42:06Z,1,2,0,V,Thor Pedersen,NA,11.7011111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Pia Kjaersgaard,DF,2010-10-07T11:42:06Z,2010-10-07T11:43:25Z,0,79,1,V,Thor Pedersen,0,11.7016666666667,1,DF,0,7.74295190713101,7.35021786492375,8,7,0.392734042207264,1,0,0,1,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:43:25Z,2010-10-07T11:43:26Z,1,1,0,V,Thor Pedersen,NA,11.7236111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:43:26Z,2010-10-07T11:44:42Z,0,76,1,V,Thor Pedersen,0,11.7238888888889,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:44:42Z,2010-10-07T11:44:44Z,1,2,0,V,Thor Pedersen,NA,11.745,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Henriette Kjaer,KF,2010-10-07T11:44:44Z,2010-10-07T11:46:07Z,0,83,1,V,Thor Pedersen,0,11.7455555555556,1,KF,0,7.23338916806254,7.35021786492375,6,7,0.116828696861212,1,0,0,1,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:46:07Z,2010-10-07T11:46:09Z,1,2,0,V,Thor Pedersen,NA,11.7686111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:46:09Z,2010-10-07T11:47:02Z,0,53,0,V,Thor Pedersen,0,11.7691666666667,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:47:02Z,2010-10-07T11:47:07Z,1,5,0,V,Thor Pedersen,NA,11.7838888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Henriette Kjaer,KF,2010-10-07T11:47:07Z,2010-10-07T11:48:18Z,0,71,1,V,Thor Pedersen,0,11.7852777777778,1,KF,0,7.23338916806254,7.35021786492375,6,7,0.116828696861212,1,0,0,1,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:48:18Z,2010-10-07T11:48:21Z,1,3,0,V,Thor Pedersen,NA,11.805,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:48:21Z,2010-10-07T11:49:06Z,0,45,0,V,Thor Pedersen,0,11.8058333333333,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:49:06Z,2010-10-07T11:49:45Z,1,39,0,V,Thor Pedersen,NA,11.8183333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Simon Emil Ammitzboell,LA,2010-10-07T11:49:45Z,2010-10-07T11:50:54Z,0,69,1,V,Thor Pedersen,0,11.8291666666667,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:50:54Z,2010-10-07T11:50:56Z,1,2,0,V,Thor Pedersen,NA,11.8483333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:50:56Z,2010-10-07T11:52:04Z,0,68,1,V,Thor Pedersen,0,11.8488888888889,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:52:04Z,2010-10-07T11:52:05Z,1,1,0,V,Thor Pedersen,NA,11.8677777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Simon Emil Ammitzboell,LA,2010-10-07T11:52:05Z,2010-10-07T11:53:08Z,0,63,1,V,Thor Pedersen,0,11.8680555555556,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:53:08Z,2010-10-07T11:53:09Z,1,1,0,V,Thor Pedersen,NA,11.8855555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:53:09Z,2010-10-07T11:54:12Z,0,63,1,V,Thor Pedersen,0,11.8858333333333,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:54:11Z,2010-10-07T11:54:14Z,1,3,0,V,Thor Pedersen,NA,11.9030555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Oerum Joergensen,KD,2010-10-07T11:54:14Z,2010-10-07T11:54:46Z,0,32,0,V,Thor Pedersen,0,11.9038888888889,0,Other,0,NA,7.35021786492375,NA,7,NA,NA,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:54:46Z,2010-10-07T11:54:48Z,1,2,0,V,Thor Pedersen,NA,11.9127777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:54:48Z,2010-10-07T11:55:45Z,0,57,0,V,Thor Pedersen,0,11.9133333333333,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:55:45Z,2010-10-07T11:55:49Z,1,4,0,V,Thor Pedersen,NA,11.9291666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Oerum Joergensen,KD,2010-10-07T11:55:49Z,2010-10-07T11:56:26Z,0,37,0,V,Thor Pedersen,0,11.9302777777778,0,Other,0,NA,7.35021786492375,NA,7,NA,NA,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:56:26Z,2010-10-07T11:56:28Z,1,2,0,V,Thor Pedersen,NA,11.9405555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T11:56:28Z,2010-10-07T11:57:29Z,0,61,1,V,Thor Pedersen,0,11.9411111111111,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:57:29Z,2010-10-07T11:57:32Z,1,3,0,V,Thor Pedersen,NA,11.9580555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:00:02Z,2010-10-07T13:00:18Z,1,16,0,S,Mogens Lykketoft,NA,13.0005555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Kristian Jensen,V,2010-10-07T13:00:18Z,2010-10-07T13:00:47Z,0,29,0,S,Mogens Lykketoft,0,13.005,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:00:47Z,2010-10-07T13:00:49Z,1,2,0,S,Mogens Lykketoft,NA,13.0130555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:00:49Z,2010-10-07T13:01:44Z,0,55,0,S,Mogens Lykketoft,1,13.0136111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:01:44Z,2010-10-07T13:01:45Z,1,1,0,S,Mogens Lykketoft,NA,13.0288888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Kristian Jensen,V,2010-10-07T13:01:45Z,2010-10-07T13:02:26Z,0,41,0,S,Mogens Lykketoft,0,13.0291666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:02:26Z,2010-10-07T13:02:28Z,1,2,0,S,Mogens Lykketoft,NA,13.0405555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:02:28Z,2010-10-07T13:03:18Z,0,50,0,S,Mogens Lykketoft,1,13.0411111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:03:18Z,2010-10-07T13:03:24Z,1,6,0,S,Mogens Lykketoft,NA,13.055,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Anne-Mette Winther Christiansen,V,2010-10-07T13:03:24Z,2010-10-07T13:04:01Z,0,37,0,S,Mogens Lykketoft,0,13.0566666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:04:01Z,2010-10-07T13:04:02Z,1,1,0,S,Mogens Lykketoft,NA,13.0669444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:04:02Z,2010-10-07T13:05:20Z,0,78,1,S,Mogens Lykketoft,1,13.0672222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:05:20Z,2010-10-07T13:05:22Z,1,2,0,S,Mogens Lykketoft,NA,13.0888888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Anne-Mette Winther Christiansen,V,2010-10-07T13:05:22Z,2010-10-07T13:05:44Z,0,22,0,S,Mogens Lykketoft,0,13.0894444444444,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:05:44Z,2010-10-07T13:05:45Z,1,1,0,S,Mogens Lykketoft,NA,13.0955555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:05:45Z,2010-10-07T13:07:08Z,0,83,1,S,Mogens Lykketoft,1,13.0958333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:07:08Z,2010-10-07T13:07:14Z,1,6,0,S,Mogens Lykketoft,NA,13.1188888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Vivi Kier,KF,2010-10-07T13:07:14Z,2010-10-07T13:08:07Z,0,53,0,S,Mogens Lykketoft,0,13.1205555555556,1,KF,0,7.23338916806254,3.84190579317813,6,3,3.39148337488441,3,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:08:07Z,2010-10-07T13:08:08Z,1,1,0,S,Mogens Lykketoft,NA,13.1352777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:08:08Z,2010-10-07T13:09:31Z,0,83,1,S,Mogens Lykketoft,1,13.1355555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:09:31Z,2010-10-07T13:09:34Z,1,3,0,S,Mogens Lykketoft,NA,13.1586111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Vivi Kier,KF,2010-10-07T13:09:34Z,2010-10-07T13:10:18Z,0,44,0,S,Mogens Lykketoft,0,13.1594444444444,1,KF,0,7.23338916806254,3.84190579317813,6,3,3.39148337488441,3,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:10:18Z,2010-10-07T13:10:19Z,1,1,0,S,Mogens Lykketoft,NA,13.1716666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:10:19Z,2010-10-07T13:11:49Z,0,90,1,S,Mogens Lykketoft,1,13.1719444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:11:49Z,2010-10-07T13:11:53Z,1,4,0,S,Mogens Lykketoft,NA,13.1969444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Kristian Thulesen Dahl,DF,2010-10-07T13:11:53Z,2010-10-07T13:12:55Z,0,62,1,S,Mogens Lykketoft,0,13.1980555555556,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:12:55Z,2010-10-07T13:12:55Z,1,0,0,S,Mogens Lykketoft,NA,13.2152777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:12:55Z,2010-10-07T13:14:10Z,0,75,1,S,Mogens Lykketoft,1,13.2152777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:14:10Z,2010-10-07T13:14:12Z,1,2,0,S,Mogens Lykketoft,NA,13.2361111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Kristian Thulesen Dahl,DF,2010-10-07T13:14:12Z,2010-10-07T13:15:21Z,0,69,1,S,Mogens Lykketoft,0,13.2366666666667,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:15:21Z,2010-10-07T13:15:22Z,1,1,0,S,Mogens Lykketoft,NA,13.2558333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:15:22Z,2010-10-07T13:16:18Z,0,56,0,S,Mogens Lykketoft,1,13.2561111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:16:18Z,2010-10-07T13:16:20Z,1,2,0,S,Mogens Lykketoft,NA,13.2716666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Karsten Lauritzen,V,2010-10-07T13:16:20Z,2010-10-07T13:17:06Z,0,46,0,S,Mogens Lykketoft,0,13.2722222222222,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:17:06Z,2010-10-07T13:17:07Z,1,1,0,S,Mogens Lykketoft,NA,13.285,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:17:07Z,2010-10-07T13:18:09Z,0,62,1,S,Mogens Lykketoft,1,13.2852777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:18:09Z,2010-10-07T13:18:10Z,1,1,0,S,Mogens Lykketoft,NA,13.3025,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Karsten Lauritzen,V,2010-10-07T13:18:10Z,2010-10-07T13:19:03Z,0,53,0,S,Mogens Lykketoft,0,13.3027777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:19:03Z,2010-10-07T13:19:04Z,1,1,0,S,Mogens Lykketoft,NA,13.3175,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:19:04Z,2010-10-07T13:20:11Z,0,67,1,S,Mogens Lykketoft,1,13.3177777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:20:11Z,2010-10-07T13:20:14Z,1,3,0,S,Mogens Lykketoft,NA,13.3363888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Line Barfod,EL,2010-10-07T13:20:14Z,2010-10-07T13:20:52Z,0,38,0,S,Mogens Lykketoft,0,13.3372222222222,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:20:52Z,2010-10-07T13:20:53Z,1,1,0,S,Mogens Lykketoft,NA,13.3477777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:20:53Z,2010-10-07T13:22:13Z,0,80,1,S,Mogens Lykketoft,1,13.3480555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:22:13Z,2010-10-07T13:22:15Z,1,2,0,S,Mogens Lykketoft,NA,13.3702777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Line Barfod,EL,2010-10-07T13:22:15Z,2010-10-07T13:22:51Z,0,36,0,S,Mogens Lykketoft,0,13.3708333333333,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:22:51Z,2010-10-07T13:22:52Z,1,1,0,S,Mogens Lykketoft,NA,13.3808333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:22:52Z,2010-10-07T13:23:33Z,0,41,0,S,Mogens Lykketoft,1,13.3811111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:23:33Z,2010-10-07T13:23:36Z,1,3,0,S,Mogens Lykketoft,NA,13.3925,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Torsten Schack Pedersen,V,2010-10-07T13:23:36Z,2010-10-07T13:24:31Z,0,55,0,S,Mogens Lykketoft,0,13.3933333333333,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
Mogens Lykketoft,S,2010-10-07T13:24:31Z,2010-10-07T13:24:32Z,1,1,0,S,Mogens Lykketoft,NA,13.4086111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Helle Thorning-Schmidt,S,2010-10-07T13:24:32Z,2010-10-07T13:25:55Z,0,83,1,S,Mogens Lykketoft,1,13.4088888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2010,1
Mogens Lykketoft,S,2010-10-07T13:25:55Z,2010-10-07T13:25:56Z,1,1,0,S,Mogens Lykketoft,NA,13.4319444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2010,0
Torsten Schack Pedersen,V,2010-10-07T13:25:56Z,2010-10-07T13:26:44Z,0,48,0,S,Mogens Lykketoft,0,13.4322222222222,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2010,0
