v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
5,1982,0,100,100,100,100,3,5,200,2,715,15,800,11,400,2,1,1,5,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,1,1,1,5,7,2,3,1,2,3,5,1,5,5,5,5,1,5,5,5,5,5,3,3,5,10,2,8,4,7,0,4,5,10,3,8,4,6,0,1,3,2,100,3,1,10,7,9,7,7,9,5,3,1,5,3,1,100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,7,1,3,2,3,4,1,11,2,1,1,1,2,1,1,4,2,4,4,4,2,4,4,3,8,2,2,1,2,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,2,1,1,1,5,2,4,1,5,1,1,2,2,5,1,5,5,1,4,2,1,5,1,5,1,4,5,1,1,1,5,1,1,4,2,5,5,1,2,2,2,1,2,10,1,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,7,4,5,7,2,6,9,5,0,4,4,2,4,2,1,2,4,2,4,2,2,4,1,4,2,5,2,3,3,2,3,4,8,3,5,3,2,10,10,10,10,10,10,10,10,10,4,4,2,8,8,2,3,5,2,4,3,1,5,1,3,2,5,1,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,2,1,88,7,8,12,3,8,5,5,5,5,5,1,10,10,1,4,8,1,9,5,100,,,1,100,2,3,10,10,4,1,23,6,1982,219,7007,5100,U,29,0.455555555555556,2.19512195121951,65,2,3,34313,,34313,3,4,133,,,,3,4,133,1,0.894687263571025,0.809675517835114,0.710857624810889,0.764057188543655,3400
1,1948,0,100,100,100,100,4,5,200,2,210,3,650,8,800,11,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,1,5,5,1,5,5,7,7,3,5,6,1,5,5,10,10,10,10,10,10,10,10,10,10,1,8,7,4,5,3,1,6,4,8,8,6,6,3,2,7,6,5,100,10,1,3,1,1,7,9,1,7,4,1,3,9,3,3,9,100,100,100,100,100,100,100,100,100,100,100,100,8,7,2,8,7,2,1,4,3,2,1,4,3,8,1,3,2,2,1,2,2,2,3,4,4,3,2,3,4,4,4,3,1,2,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,1,2,1,2,1,1,1,1,4,4,2,3,2,4,3,2,3,2,5,2,1,1,2,3,3,1,1,4,2,3,2,3,2,2,3,4,5,2,2,2,2,3,3,9,1,1,1,2,1,2,1,1,2,1,1,3,2,2,3,3,4,3,4,7,2,9,10,8,1,4,4,3,4,2,1,3,5,4,3,2,1,4,1,1,2,5,4,4,4,2,5,2,1,3,5,4,2,10,10,10,10,10,10,10,10,10,3,3,4,5,2,1,2,5,3,3,3,2,4,1,2,3,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,2,1,8,7,7,7,3,5,1,5,5,5,1,1,10,1,1,4,4,1,10,5,100,,,9,100,10,10,1,4,10,1,1,2,1948,201,7688,5100,F,63,0.376237623762376,2.65789473684211,69,1,7,99911,21312,99911,6,9,32,2,3,132,6,9,32,1,0.638544011559587,0.955498504638672,0.655554294417528,0.637384330276898,3450
5,1974,5,1,4,100,100,2,1,200,2,422,2,644,6,654,8,5,5,5,5,5,1,1,5,5,1,5,5,5,5,1,1,1,5,5,2,5,5,5,5,1,5,1,5,1,5,7,7,1,1,3,2,5,5,10,10,10,10,10,10,10,10,10,10,2,7,10,5,5,6,0,5,3,9,9,3,5,7,2,6,6,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,88,5,5,88,1,88,1,88,1,1,88,88,88,88,7,7,88,7,9,5,2,2,1,1,4,2,4,1,3,2,1,2,3,2,5,4,4,3,3,2,2,3,3,2,2,3,2,1,1,1,3,3,2,8,3,3,2,1,3,8,2,1,3,1,2,2,1,1,4,2,5,2,1,3,5,4,2,8,4,4,2,4,5,3,4,2,8,2,2,4,1,2,3,3,2,1,4,2,2,3,2,4,4,2,2,3,2,3,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,3,5,8,2,9,1,8,0,3,4,3,4,8,1,3,5,4,4,3,2,4,1,2,2,5,4,3,4,2,3,8,8,3,5,3,2,10,10,10,10,10,10,10,10,10,4,5,2,4,8,1,3,4,5,10,10,10,10,10,10,10,10,10,2,3,4,2,5,3,4,1,3,5,5,1,5,5,5,1,5,5,175,4,1,8,7,12,20,3,4,1,5,1,5,1,1,10,1,1,4,5,1,10,1,18,3,20,1,100,3,3,10,10,4,71,12,12,1974,201,7451,5100,G,36,0.361538461538462,2.76595744680851,,,,22212,,22212,2,3,132,,,,2,3,132,1,0.59406588824066,0.809675517835114,0.610309564929218,0.637384330276898,3450
1,1966,0,100,100,100,100,2,2,200,2,231,2,640,6,10,17,1,5,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,1,1,1,1,7,7,5,6,3,8,2,1,5,1,5,5,1,5,5,5,5,5,7,3,7,8,5,8,5,9,1,3,9,6,7,6,5,9,7,5,100,10,8,2,1,8,7,2,9,7,9,8,5,9,5,3,9,100,100,100,100,100,100,100,100,100,100,100,100,8,7,2,3,7,4,7,9,8,2,4,3,1,5,1,1,3,3,2,1,1,4,2,4,4,3,3,3,3,3,4,3,3,2,2,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,2,1,4,1,5,4,3,2,4,2,2,1,2,4,2,2,5,1,4,1,3,4,2,4,1,5,4,1,2,1,3,1,2,4,4,4,2,2,2,2,3,2,2,8,1,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,9,4,7,9,2,10,9,9,0,4,4,2,5,2,1,3,5,2,4,4,2,5,1,3,2,5,2,4,3,2,5,2,1,2,5,2,1,4,3,1,5,1,1,1,5,1,10,10,10,10,10,10,10,10,10,5,3,1,5,1,2,1,5,1,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,3,1,8,7,12,15,3,4,1,1,5,5,1,1,5,5,1,4,5,1,10,1,14,,14,1,100,2,3,10,10,5,1,16,1,1966,201,8087,5100,G,45,0.345070422535211,2.89795918367347,69,1,7,21312,,21312,2,3,132,,,,2,3,132,1,0.712930386975111,0.940230573926653,0.672014117815989,0.637384330276898,3450
1,1992,0,100,100,100,100,1,5,393,,210,3,170,1,340,4,5,5,1,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,2,5,5,5,5,1,5,1,1,1,1,4,2,3,5,1,8,2,1,5,1,5,5,1,5,5,5,5,5,13,3,8,5,3,7,4,8,2,3,7,5,3,7,2,7,7,1,2,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,5,8,5,8,8,5,8,4,5,1,2,5,7,7,2,7,7,2,7,4,5,2,3,1,4,11,2,3,1,2,2,1,1,2,4,2,3,4,3,2,2,4,2,2,3,1,2,2,1,1,1,2,2,3,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,5,2,1,1,5,5,5,2,1,4,2,4,5,3,4,1,2,3,1,5,1,3,4,1,1,1,5,1,1,4,2,5,5,4,2,3,2,2,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,4,5,8,3,10,6,8,1,4,5,2,4,2,1,4,5,4,4,2,1,4,1,3,2,5,2,3,5,4,3,1,2,3,5,5,1,2,4,1,5,3,1,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,5,5,2,5,3,4,1,5,5,5,1,5,5,5,1,5,5,175,3,3,88,88,1,12,3,8,1,5,5,5,5,1,10,10,1,4,9,3,100,5,100,,,5,100,10,10,10,10,10,1,8,5,1992,201,7392,5100,U,19,0.578231292517007,1.72941176470588,69,1,7,99964,,99964,7,10,31,,,,7,10,31,1,1.24857212032371,1.39207599037572,1.17578671411397,1.04437953684833,3450
5,1933,0,100,100,100,100,5,2,540,12,200,2,713,15,870,10,5,5,5,5,5,5,1,5,5,1,1,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,1,5,7,7,1,4,2,7,5,5,10,10,10,10,10,10,10,10,10,10,6,3,4,5,0,6,10,9,0,1,4,3,0,6,10,10,0,1,7,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,8,10,88,8,88,88,7,7,1,7,7,1,7,1,5,2,2,1,1,7,2,3,2,2,2,1,2,2,4,4,4,4,2,3,4,4,4,3,3,1,2,1,1,1,2,2,2,3,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,4,3,5,4,1,2,1,2,2,1,1,5,5,2,5,4,4,5,1,4,2,5,1,5,5,1,2,1,1,1,1,1,2,5,5,1,2,2,2,4,3,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,4,5,9,2,10,8,8,0,3,5,2,5,4,1,2,5,1,3,2,2,8,2,2,2,5,2,3,4,3,4,8,3,3,5,3,1,4,4,2,5,2,1,2,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,4,1,5,3,4,1,4,5,5,1,5,5,5,1,5,5,175,8,1,88,7,2,2,1,10,5,5,5,5,1,5,10,5,10,2,5,1,8,5,100,,,9,100,10,10,1,3,10,71,9,6,1933,230,7111,5100,E,78,0.19205298013245,5.20689655172414,,,,99911,11100,99911,6,9,32,2,2,131,6,9,32,1,1.67753795510482,1.45417055876359,1.21268620135626,0.764057188543655,3460
5,1951,0,100,100,100,100,1,3,660,5,3,,3,,3,,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,5,5,5,2,1,5,5,5,1,5,5,5,5,5,6,5,5,3,8,8,5,5,10,10,10,10,10,10,10,10,10,10,7,5,6,4,2,2,5,8,2,5,7,3,4,2,5,8,3,1,8,2,100,3,1,88,7,2,7,7,2,8,3,9,8,3,9,100,100,100,100,100,100,100,100,100,100,100,100,7,7,4,7,7,4,2,4,3,2,3,1,4,9,1,3,2,2,2,2,2,2,8,4,3,4,3,2,4,4,4,3,2,1,2,2,1,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1,2,2,1,4,1,3,2,4,2,4,4,4,3,3,4,3,2,5,5,4,4,4,5,3,4,1,4,2,4,2,1,4,1,2,3,2,4,4,2,4,4,2,2,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,6,9,3,6,10,8,1,4,4,2,4,4,1,3,4,3,4,4,2,4,3,1,3,5,3,3,3,2,4,2,1,3,5,3,2,10,10,10,10,10,10,10,10,10,3,3,2,3,4,1,3,5,3,4,4,2,5,2,3,2,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,2,1,3,7,8,8,3,5,1,5,5,5,1,1,10,5,1,4,5,1,8,1,10,,10,1,100,3,3,10,10,10,1,4,7,1951,230,101,5100,U,60,0.35042735042735,2.85365853658537,51,1,5,23311,,23311,2,2,132,,,,2,2,132,1,1.21085634703161,1.38393807411194,1.16087517413244,0.764057188543655,3460
5,1964,2,0,1,1,100,2,5,290,2,282,3,623,7,678,6,1,5,5,5,5,5,1,5,5,1,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,1,1,7,7,2,5,1,5,4,1,5,5,5,5,5,5,5,1,5,5,7,3,4,1,1,7,1,6,2,4,7,1,1,7,2,8,8,1,8,2,100,3,1,10,7,9,7,7,9,5,8,9,5,8,9,100,100,100,100,100,100,100,100,100,100,100,100,2,7,2,8,7,2,7,7,3,2,3,1,4,1,1,2,1,1,1,1,1,3,2,4,3,3,3,3,4,4,5,3,2,2,2,1,2,1,1,1,3,2,2,2,1,2,2,1,2,1,3,2,1,2,1,1,1,4,2,4,4,3,2,4,3,5,2,3,5,1,3,5,5,5,1,1,3,2,5,1,3,2,4,1,1,4,2,1,2,3,4,4,1,1,3,3,4,3,6,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,5,7,4,7,8,6,7,4,4,1,4,3,1,3,5,3,4,4,2,5,2,4,2,4,2,5,5,3,5,4,2,3,5,3,1,3,5,2,5,4,1,2,5,3,10,10,10,10,10,10,10,10,10,4,3,1,5,2,3,2,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,1,3,7,8,20,3,6,1,5,5,5,1,1,10,1,1,4,5,1,9,1,16,,16,1,100,2,3,10,10,5,1,8,1,1964,230,7223,5100,G,47,0.372093023255814,2.6875,51,1,5,34392,,34392,3,4,133,,,,3,4,133,1,0.867967935002768,1.1042087208141,0.971347713630347,0.764057188543655,3460
5,1960,2,0,0,1,1,4,5,200,2,90,17,651,8,3,,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,5,5,5,1,7,7,3,5,6,2,4,1,1,5,5,5,5,5,5,5,5,5,2,8,9,3,4,2,0,5,5,8,10,2,5,2,2,5,7,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,1,1,88,2,1,8,2,7,1,3,7,1,7,1,8,3,2,1,4,3,2,2,3,2,1,8,2,2,2,4,4,4,3,3,2,2,2,2,2,2,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,4,2,4,1,4,2,5,5,2,4,5,2,4,2,4,2,5,4,4,3,5,3,2,2,5,4,1,1,5,2,1,5,2,4,4,2,4,4,2,2,2,8,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,5,4,5,8,2,9,8,8,1,3,4,3,4,3,1,2,4,4,2,3,2,3,1,2,2,4,2,4,4,2,4,2,2,2,5,4,1,4,4,1,4,2,1,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,4,2,5,3,4,1,2,5,5,1,5,5,5,1,5,5,175,2,1,8,7,12,12,3,5,1,5,5,5,5,1,10,10,5,4,5,1,8,1,11,,11,1,100,3,3,10,10,8,1,27,7,1960,230,7110,5100,F,51,0.356521739130435,2.80487804878049,51,1,5,22305,,22305,2,3,132,,,,2,3,132,1,0.824384154235139,1.02435213454226,0.865493958631012,0.764057188543655,3460
1,1951,0,100,100,100,100,2,5,200,2,732,9,550,12,640,6,1,5,5,5,5,5,1,5,1,5,5,5,5,5,1,1,1,5,5,1,1,1,1,5,5,5,5,5,1,1,7,7,1,4,2,5,2,1,5,5,5,5,5,5,5,1,5,5,7,4,4,7,2,10,3,9,0,4,6,6,2,9,3,9,4,1,8,1,100,1,1,8,88,2,2,7,2,5,3,5,5,3,5,100,100,100,100,100,100,100,100,100,100,100,100,8,7,8,8,7,8,5,5,3,2,1,1,1,9,1,2,1,1,2,1,1,8,2,4,4,3,2,3,4,4,4,4,2,1,2,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,2,2,4,1,4,2,1,1,4,2,2,4,2,4,3,3,5,4,3,5,1,3,2,5,1,5,5,2,1,1,5,1,1,3,3,5,5,1,3,1,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,4,8,2,7,5,7,0,4,4,3,4,3,2,3,5,3,4,3,2,5,2,4,3,5,2,4,4,3,4,3,2,3,4,3,1,4,4,1,4,3,1,3,4,3,10,10,10,10,10,10,10,10,10,4,2,1,5,2,4,3,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,1,1,8,7,12,18,3,6,1,1,5,5,1,1,3,1,1,4,5,1,10,1,15,,15,1,100,2,1,10,10,10,71,13,6,1951,230,7131,5100,G,60,0.376237623762376,2.65789473684211,,,,24195,,24195,2,4,132,,,,2,4,132,1,0.574261359491372,0.955498504638672,0.655554294417528,0.637384330276898,3460
1,1959,1,0,0,1,100,2,3,422,2,200,2,800,11,3,,5,5,5,1,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,3,1,5,1,5,5,5,1,1,1,5,7,7,3,5,1,4,2,1,1,1,5,5,5,5,5,5,1,5,4,6,5,3,8,1,1,2,6,7,7,3,7,2,1,2,7,5,100,10,4,3,1,4,7,9,7,7,9,1,5,9,3,5,9,100,100,100,100,100,100,100,100,100,100,100,100,1,7,4,1,7,4,10,4,8,1,2,4,3,1,1,3,1,2,1,2,2,2,3,4,3,4,4,3,3,3,2,2,3,2,2,1,2,1,3,2,3,2,3,2,3,3,3,2,2,3,2,3,2,2,2,1,2,3,2,2,2,4,3,5,5,4,3,3,1,2,3,4,4,5,2,1,2,4,2,2,3,4,4,2,3,5,2,2,4,4,4,4,2,3,3,2,2,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,4,5,7,2,9,10,9,1,4,4,2,4,2,1,2,4,3,4,3,2,4,1,2,1,4,3,4,4,2,5,1,2,1,5,5,1,4,4,2,5,2,1,2,5,5,10,10,10,10,10,10,10,10,10,4,3,1,5,1,2,1,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,1,8,7,13,15,3,5,1,1,5,5,5,1,5,10,1,4,5,1,10,1,18,5,22,1,100,2,3,10,10,2,1,18,1,1959,230,8895,5100,G,52,0.341666666666667,2.92682926829268,51,1,5,31520,,31520,3,4,133,,,,3,4,133,1,0.877233314317534,1.05640429119731,0.732209378500919,0.637384330276898,3460
1,1954,0,100,100,100,100,3,5,200,2,210,3,713,15,9,,5,1,1,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,3,1,5,5,5,5,5,5,5,1,5,7,7,6,5,3,3,1,5,10,10,10,10,10,10,10,10,10,10,3,4,5,8,3,6,1,5,1,4,6,6,3,5,2,6,5,1,3,2,100,3,1,10,7,4,7,7,4,5,3,9,3,3,9,100,100,100,100,100,100,100,100,100,100,100,100,10,7,2,7,7,2,1,9,3,3,2,4,1,4,2,2,2,1,2,1,2,3,2,2,3,3,3,2,4,3,3,3,3,1,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,1,1,8,1,4,2,5,2,1,1,5,5,1,3,2,4,2,2,4,2,5,1,1,5,4,5,1,5,5,2,1,1,5,2,4,4,4,4,4,2,1,3,3,1,2,8,1,2,2,3,1,2,1,1,2,1,2,3,2,2,3,2,7,5,6,8,4,7,10,9,2,8,4,3,5,3,1,3,5,3,4,3,2,4,3,8,3,5,3,4,4,4,5,4,3,4,5,4,1,4,4,2,5,3,1,2,5,3,10,10,10,10,10,10,10,10,10,5,3,1,5,1,3,2,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,5,1,8,7,11,17,3,6,1,5,5,5,1,1,10,1,1,4,5,1,10,1,18,5,22,1,100,3,3,10,10,5,1,19,9,1954,230,8371,5100,U,56,0.308333333333333,3.24324324324324,51,1,5,21322,,21322,2,3,132,,,,2,3,132,1,0.879535341174017,1.05640429119731,0.732209378500919,0.637384330276898,3460
5,1961,2,0,1,1,100,2,2,200,2,393,,210,3,550,12,5,5,1,5,5,5,1,1,5,5,5,1,5,5,1,1,1,5,5,1,1,5,5,5,1,5,5,5,5,5,7,7,5,3,4,8,5,5,10,10,10,10,10,10,10,10,10,10,3,5,6,6,2,2,2,10,1,5,10,3,1,2,5,10,5,1,8,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,4,8,8,8,8,8,8,7,8,8,7,8,3,3,8,3,4,8,7,5,2,1,2,1,5,3,1,2,2,2,1,2,2,1,4,4,3,2,2,2,3,3,2,3,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,1,1,2,4,1,4,1,3,1,5,3,2,2,2,4,4,2,4,5,4,4,2,3,3,4,1,3,5,3,1,1,4,3,1,5,3,5,5,1,4,5,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,5,7,3,7,9,6,1,4,5,3,5,3,1,3,5,3,4,4,2,5,1,1,2,5,3,3,4,3,5,2,2,3,5,3,1,3,4,2,5,3,1,3,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,4,1,3,4,3,1,3,5,5,1,5,5,5,1,5,5,175,3,1,8,7,88,88,3,8,8,8,8,8,8,8,10,10,10,4,5,1,8,1,99,,,1,100,1,3,10,10,4,71,26,7,1961,190,7258,5100,G,50,0.356521739130435,2.80487804878049,,,,99900,,99900,6,9,3,,,,6,9,3,1,0.92290314990491,1.02435213454226,0.865493958631012,0.764057188543655,3500
5,1968,2,0,1,1,100,2,5,210,3,250,2,641,6,430,2,1,5,1,5,5,1,5,5,5,5,5,5,5,5,1,5,1,5,5,2,1,5,5,5,1,5,5,5,5,1,3,2,5,5,2,1,3,1,1,5,5,1,5,5,5,5,5,5,13,8,4,4,7,3,3,2,2,7,11,11,11,11,2,4,4,5,100,10,1,3,1,1,7,88,1,7,88,1,88,88,1,88,88,100,100,100,100,100,100,100,100,100,100,100,100,88,88,1,88,1,1,88,1,1,1,1,1,1,8,1,1,2,2,1,2,3,2,5,5,8,4,5,8,8,8,8,4,1,2,1,2,2,1,2,1,3,2,2,2,3,2,1,8,2,1,8,8,1,1,2,1,2,1,3,2,2,2,1,8,2,2,1,2,2,8,8,4,4,8,1,2,2,1,2,8,2,4,8,8,2,4,8,2,8,8,2,8,8,2,8,2,2,8,6,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,8,3,3,6,2,4,2,1,4,1,2,3,2,1,2,2,3,3,8,8,3,8,3,3,8,9,3,4,4,3,3,2,3,3,8,1,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,5,8,8,5,8,8,8,8,5,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,1,175,1,1,8,88,4,9,1,10,5,5,5,5,5,5,10,10,10,2,10,1,11,1,16,,16,16,100,10,10,1,3,4,71,10,3,1968,190,5436,5100,G,43,0.348484848484849,2.8695652173913,71,1,5,99990,41901,99990,6,,,3,5,134,6,,,1,1.2480108261009,1.1042087208141,1.26933275263673,1.04437953684833,3500
1,1935,0,100,100,100,100,5,1,281,3,210,3,393,,3,,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,7,7,2,2,3,8,3,5,10,10,10,10,10,10,10,10,10,10,7,5,6,3,2,7,6,9,2,5,6,3,2,7,6,8,3,5,100,10,8,3,1,8,7,9,7,7,9,8,3,9,8,3,9,100,100,100,100,100,100,100,100,100,100,100,100,7,7,2,7,7,2,88,4,3,1,1,2,1,10,3,2,3,3,3,1,2,2,3,4,4,3,2,3,4,4,4,3,3,1,2,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,1,4,1,4,2,2,2,3,2,2,1,2,4,3,4,4,4,3,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,3,4,4,2,2,2,3,3,2,8,1,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,8,6,7,5,3,8,7,8,3,3,3,2,4,3,1,3,4,3,4,3,2,4,2,2,2,5,3,3,4,3,3,3,3,3,4,3,2,10,10,10,10,10,10,10,10,10,4,4,2,4,3,2,3,4,3,4,3,2,5,2,3,3,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,1,8,7,10,10,3,6,5,5,5,5,1,1,10,1,1,4,10,1,10,5,100,,,9,100,10,10,1,2,10,71,3,8,1935,190,7109,5100,E,76,0.161904761904762,6.17647058823529,,,,99911,24111,99911,6,9,32,2,3,132,6,9,32,1,1.43152071833015,2.04472628506747,1.4600147290467,0.637384330276898,3520
1,1963,1,0,0,1,100,4,2,231,2,800,11,760,14,9,,5,1,5,1,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,5,5,5,1,5,4,6,5,3,1,2,2,1,5,5,1,5,1,5,5,5,5,5,3,4,7,7,3,7,0,7,1,7,9,9,6,8,2,9,8,8,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,5,5,5,5,10,10,5,4,1,3,10,7,10,7,7,88,7,4,88,2,2,2,1,10,2,1,1,1,2,1,3,4,3,4,4,3,3,3,3,3,4,3,2,1,1,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,1,8,1,4,2,5,2,1,1,5,5,4,3,2,3,2,4,5,1,2,2,2,3,2,5,1,5,4,1,1,1,5,1,2,5,4,5,5,2,2,4,2,1,3,8,1,2,2,3,1,3,2,1,2,3,3,3,2,2,3,2,7,5,6,8,2,8,88,8,0,3,4,3,4,3,1,3,5,3,4,3,2,4,2,3,2,5,2,3,4,4,5,3,3,3,5,4,1,4,5,4,4,3,1,3,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,5,1,5,2,5,1,5,5,5,1,5,5,5,1,5,5,175,2,1,8,7,13,13,1,10,5,5,5,5,1,1,10,1,1,4,5,1,9,5,100,,,1,100,2,1,10,10,4,71,22,9,1963,190,9302,5100,F,47,0.345070422535211,2.89795918367347,,,,24195,,24195,2,4,132,,,,2,4,132,1,0.73165565515304,0.940230573926653,0.782727958205049,0.764057188543655,3520
